!SET_MAP	"data\mission\sMaps\save07.map"
!SET_MAX_PLAYER	6


!SET_CURR_PLAYER 0
!SET_RGB_COLOR 460799
!SET_HUMAN_PLAYER 0
!ENABLE_PLAYER 0
!CENTER_SCREEN 107 102
!CLEAR_UP 107 102 15	// klärt auf
!CLEAR_UP 111 78 10
!CLEAR_UP 105 81 10
!CLEAR_UP 117 96 10
!CLEAR_UP 117 96 10
!CLEAR_UP 113 52 20
!CLEAR_UP 120 69 10
!CLEAR_UP 84 53 15
!CLEAR_UP 100 54 20
!CLEAR_UP 67 38 10
!CLEAR_UP 72 43 10
!CLEAR_UP 80 76 10
!CLEAR_UP 92 77 10
!CLEAR_UP 61 76 7
!CLEAR_UP 68 76 7

!RELEASE_HOUSE 14
!BLOCK_HOUSE 18
!BLOCK_HOUSE 23
!BLOCK_HOUSE 29

!SET_ALLIANCE 4 1




!ADD_GOAL 3  1  0  1
!ADD_GOAL 3  1  0  2
!ADD_GOAL 4  1  0  1
!ADD_GOAL 4  1  0  2
!ADD_GOAL 4  1  0  3
!ADD_GOAL 4  1  0  5
!ADD_LOST_GOAL 3  0  0  0

!SET_HOUSE 4 105 81
!SET_HOUSE 4 111 78
!SET_HOUSE 11 107 102
!SET_STREET 106 103
!SET_STREET 107 103
!SET_STREET 109 103
!SET_STREET 108 103
!SET_STREET 109 102
!SET_STREET 110 101
!SET_STREET 110 102
!SET_STREET 111 101
!SET_STREET 114 99
!SET_STREET 114 100
!SET_STREET 113 100
!SET_STREET 112 100
!SET_STREET 112 101
!SET_STREET 105 82
!SET_STREET 106 82
!SET_STREET 107 82
!SET_STREET 108 82
!SET_STREET 109 82
!SET_STREET 110 81
!SET_STREET 110 82
!SET_STREET 111 81
!SET_STREET 111 79
!SET_STREET 111 80
!SET_STREET 111 82
!SET_STREET 105 103
!SET_STREET 108 102
!SET_STREET 108 101
!SET_STREET 108 100
!SET_STREET 108 99
!SET_STREET 108 97
!SET_STREET 108 98
!SET_STREET 108 96
!SET_STREET 108 95
!SET_STREET 108 94
!SET_STREET 109 93
!SET_STREET 109 92
!SET_STREET 109 91
!SET_STREET 109 90
!SET_STREET 109 89
!SET_STREET 108 93
!SET_STREET 109 88
!SET_STREET 109 87
!SET_STREET 109 86
!SET_STREET 109 85
!SET_STREET 109 84
!SET_STREET 109 83
!SET_STREET 110 83
!SET_HOUSE 27 112 100
!SET_STREET 109 101
!SET_STREET 109 100
!SET_STREET 113 101
!SET_STREET 114 101
!SET_STREET 110 100
!SET_STREET 109 99
!SET_STREET 110 99
!SET_STREET 111 100
!SET_STREET 111 99
!SET_STREET 112 100
!SET_STREET 113 100
!SET_STREET 113 99
!SET_STREET 112 99
!SET_STREET 109 98
!SET_STREET 110 98
!SET_STREET 109 97
!SET_STREET 107 102
!SET_STREET 107 101
!SET_STREET 107 100
!SET_STREET 106 102
!SET_STREET 106 101
!SET_STREET 105 102
!SET_HOUSE 11 61 76
!SET_STREET 59 77
!SET_STREET 61 77
!SET_STREET 60 77
!SET_STREET 59 76
!SET_STREET 61 76

!ADD_WARE 1  60		// Steine
!ADD_WARE 2  50		// Bretter
!ADD_WARE 7  70		// Truhe
!ADD_WARE 8  70		// Wein 
!ADD_WARE 10  50	// Brot
!ADD_WARE 13  20 	// Wurst
!ADD_WARE 27  20 	// Fisch

!ADD_WARE_TO_SECOND 3  50	// Eisen
!ADD_WARE_TO_SECOND 5  100	// Kohle
!ADD_WARE_TO_SECOND 12  20	// Leder 
!ADD_WARE_TO_SECOND 16  10 	// Holzschield
!ADD_WARE_TO_SECOND 20  10	// Axt
!ADD_WARE_TO_SECOND 24  10	// Langbogen

!SET_UNIT_BY_STOCK 9 	// setze bauarbeiter
!SET_UNIT_BY_STOCK 9 	// setze bauarbeiter
!SET_UNIT_BY_STOCK 9 	// setze bauarbeiter
!SET_UNIT_BY_STOCK 0 	// setze einheit
!SET_UNIT_BY_STOCK 0 	// setze einheit
!SET_UNIT_BY_STOCK 0 	// setze einheit
!SET_UNIT_BY_STOCK 0	// setze einheit
!SET_UNIT_BY_STOCK 0	// setze einheit
!SET_UNIT_BY_STOCK 0	// setze einheit
SET_UNIT 10 98 105
SET_UNIT 1 111 101
!SET_UNIT 2 109 98
!SET_UNIT 2 111 79

!SET_GROUP 17 104 95 7 4 12	// bogenschützen
!SET_GROUP 21 114 106 5 4 12	// späher
!SET_GROUP 15 95 107 6 4 12	// axtkämpfer


!SET_CURR_PLAYER 1
!SET_RGB_COLOR 14924635
!ENABLE_PLAYER 1
!SET_AI_PLAYER
!SET_AI_START_POSITION 33 39
!SET_AI_NO_BUILD
!SET_AI_CHARACTER RECRUT_COUNT 40000
!SET_AI_CHARACTER CONSTRUCTORS 0
!SET_AI_CHARACTER WORKER_FACTOR	7

!SET_AI_CHARACTER TOWN_DEFENSE 50

!SET_AI_CHARACTER TROUP_PARAM 0 12 4
!SET_AI_CHARACTER TROUP_PARAM 1 12 4
!SET_AI_CHARACTER TROUP_PARAM 2 12 4
!SET_AI_CHARACTER TROUP_PARAM 3 12 4

!SET_ALLIANCE 2 1
!SET_ALLIANCE 3 1
!SET_ALLIANCE 5 1

!SET_HOUSE 4 26 34
!SET_HOUSE 4 32 32
!SET_HOUSE 3 37 43
!SET_HOUSE 21 34 38
!SET_STREET 33 39
!SET_STREET 31 39
!SET_STREET 32 39
!SET_HOUSE 1 30 41
!SET_HOUSE 1 29 37
!SET_STREET 26 35
!SET_STREET 26 36
!SET_STREET 26 37
!SET_STREET 26 38
!SET_STREET 27 38
!SET_STREET 28 38
!SET_STREET 29 38
!SET_STREET 30 38
!SET_STREET 30 39
!SET_STREET 27 35
!SET_STREET 28 35
!SET_STREET 29 35
!SET_STREET 29 34
!SET_STREET 30 34
!SET_STREET 31 33
!SET_STREET 32 33
!SET_STREET 31 34
!SET_STREET 30 42
!SET_STREET 31 42
!SET_STREET 32 42
!SET_STREET 32 41
!SET_STREET 32 40
!SET_STREET 32 43
!SET_STREET 33 43
!SET_STREET 34 43
!SET_STREET 34 44
!SET_STREET 35 44
!SET_STREET 36 44
!SET_HOUSE 10 24 41
!SET_HOUSE 10 31 46
!SET_STREET 30 47
!SET_STREET 31 47
!SET_STREET 32 47
!SET_STREET 33 47
!SET_STREET 33 46
!SET_STREET 34 46
!SET_STREET 35 45
!SET_STREET 35 46
!SET_STREET 36 45
!SET_STREET 29 47
!SET_HOUSE 2 26 44
!SET_STREET 23 42
!SET_STREET 24 42
!SET_STREET 25 42
!SET_STREET 26 42
!SET_STREET 28 42
!SET_STREET 27 41
!SET_STREET 27 39
!SET_STREET 27 40
!SET_STREET 27 42
!SET_STREET 29 42
!SET_STREET 28 46
!SET_STREET 28 45
!SET_STREET 28 44
!SET_STREET 28 43
!SET_STREET 25 45
!SET_STREET 26 45
!SET_STREET 27 45
!SET_STREET 28 47
!SET_HOUSE 27 20 45
!SET_STREET 19 46
!SET_STREET 20 46
!SET_STREET 21 46
!SET_STREET 22 46
!SET_STREET 22 45
!SET_STREET 22 44
!SET_STREET 22 43
!SET_STREET 23 43
!SET_STREET 23 45
!SET_STREET 24 45
!SET_HOUSE 11 28 50
!SET_STREET 27 51
!SET_STREET 29 49
!SET_STREET 29 48
!SET_STREET 29 50
!SET_STREET 29 51
!SET_STREET 28 51
!SET_HOUSE 13 26 55
!SET_STREET 25 56
!SET_STREET 26 56
!SET_STREET 27 55
!SET_STREET 27 54
!SET_STREET 27 53
!SET_STREET 28 53
!SET_STREET 28 52
!SET_STREET 27 52
!SET_STREET 29 52
!SET_STREET 21 47
!SET_STREET 22 47
!SET_STREET 22 48
!SET_STREET 21 48
!SET_STREET 23 49
!SET_STREET 24 49
!SET_STREET 24 50
!SET_STREET 25 50
!SET_STREET 25 51
!SET_STREET 26 51
!SET_STREET 27 56
!SET_STREET 22 49
!SET_STREET 27 46
!SET_STREET 29 43
!SET_STREET 33 42
!SET_HOUSE 17 49 33
!SET_HOUSE 17 48 44
!SET_STREET 37 44
!SET_STREET 38 44
!SET_STREET 39 44
!SET_STREET 41 44
!SET_STREET 42 44
!SET_STREET 43 44
!SET_STREET 48 45
!SET_STREET 47 45
!SET_STREET 46 45
!SET_STREET 45 45
!SET_STREET 44 44
!SET_STREET 44 45
!SET_STREET 42 43
